' ই.এম.	' I.ema.
ক্যান্ডি বার	Kyandi bara
ক্যান্সার	Kyansara
ক্যাপশন	Kyapashana
ক্যাপসুল	Kyapasula
ক্যাফিন	Kyaphina
ক্যাফে	Kyaphe
ক্যাফেইনবিহীন	Kyaphe'inabihina
ক্যাফেটেরিয়া	Kyapheeriya
ক্যাবল টিভি	Kyabala ibhi
ক্যাবলা	Kyabala
ক্যামেরা	Kyamera
ক্যামেরা মানুষ	Kyamera manusa
ক্যাম্পার	Kyampara
ক্যাম্পিং	Kyamping
ক্যাম্পিং সাইট	Kyamping sa'ia
ক্যাম্পের স্থান	Kyampera sthana
ক্যারাট	Kyaraa
ক্যারিবিয়ান	Kyaribiyana
ক্যারীন	Kyarina
ক্যারেট	Kyarea
ক্যালকুলেটর	Kyalakuleara
ক্যালসিয়াম	Kyalasiyama
ক্যালেন্ডার	Kyalendara
ক্যালেন্ডার বছর	Kyalendara bachara
ক্যালোরি	Kyalori
ক্যাশে	Kyashe
ক্রকচ	Krakaca
ক্রটি	Krai
ক্রম	Krama
ক্রম	Krama
ক্রম	Krama
ক্রমবর্ধমান	Kramabardhamana
ক্রমবর্ধমান	Kramabardhamana
ক্রমবর্ধমান যন্ত্রনা	Kramabardhamana yantrana
ক্রমবিন্যাস	Kramabin'yasa
ক্রমাঙ্কন	Kramankana
ক্রমান্বয়িক	Kramanbayika
ক্রমিক	Kramika
ক্রমিক হত্যাকারী	Kramika hatyakari
ক্রমে ক্রমে	Krame krame
ক্রয়	Kraya
ক্রয়বিক্রয়	Krayabikraya
ক্রাঁতিবৃত্ত	Kramtibrtta
ক্রাঁতিবৃত্তসম্বন্ধীয়	Kramtibrttasambandhiya
ক্রি টর্চলাইট	Kri arcala'ia
ক্রিয়া	Kriya
ক্রিয়া	Kriya
ক্রিয়া-বিশেষণিক	Kriya-bishesanika
ক্রিয়াবাচক বিশেষ্যপদ	Kriyabacaka bishesyapada
ক্রিয়ার কাল	Kriyara kala
ক্রিয়াশীল	Kriyashila
ক্রিয়াহীন	Kriyahina
ক্রীড়ক	Kriraka
ক্রীড়নক	Kriranaka
ক্রীড়নক	Kriranaka
ক্রীড়নশীল	Kriranashila
ক্রীড়া	Krira
ক্রীড়াবিদ	Krirabida
ক্রীড়াবিদ এর পাদদেশ	Krirabida era padadesha
ক্রীড়ারত	Krirarata
ক্রীড়াশিক্ষক	Krirashiksaka
ক্রীতদাস	Kritadasa
ক্রুদ্ধ	Krud'dha
ক্রুদ্ধ	Krud'dha
ক্রুদ্ধ করা	Krud'dha kara
ক্রেতা	Kreta
ক্রেতা	Kreta
ক্রোক	Kroka
ক্রোড়পত্র	Krorapatra
ক্রোধ	Krodha
ক্লান্ত	Klanta
ক্লান্ত	Klanta
ক্লান্ত করে তোলা	Klanta kare tola
ক্লান্তিকর	Klantikara
ক্লান্তিকর	Klantikara
ক্লান্তিকর	Klantikara
ক্লান্তিকর	Klantikara
ক্লান্তিদায়কতা	Klantidayakata
ক্লীব	Kliba
ক্লেদ	Kleda
ক্লেশ	Klesha
ক্লেশিত	Kleshita
ক্ষণজীবী	Ksanajibi
ক্ষণস্থায়ী	Ksanasthayi
ক্ষণস্থায়ী	Ksanasthayi
ক্ষণিক	Ksanika
ক্ষত	Ksata
ক্ষতচিহ্ন	Ksatacihna
ক্ষতি	Ksati
ক্ষতি	Ksati
ক্ষতি	Ksati
ক্ষতিকর	Ksatikara
ক্ষতিকর	Ksatikara
ক্ষতিকর	Ksatikara
ক্ষতিকর	Ksatikara
ক্ষতিকর	Ksatikara
ক্ষতিকর	Ksatikara
ক্ষতিকর মনে করা	Ksatikara mane kara
ক্ষতিপূরণ	Ksatipurana
ক্ষতিপূরণ	Ksatipurana
ক্ষতিপূরণ	Ksatipurana
ক্ষতিপূরণ	Ksatipurana
ক্ষতিপূরণ করা	Ksatipurana kara
ক্ষতির	Ksatira
ক্ষমতা	Ksamata
ক্ষমতাপ্রদান	Ksamatapradana
ক্ষমতাপ্রদান করা	Ksamatapradana kara
ক্ষমতাপ্রদান করা	Ksamatapradana kara
ক্ষমতায়ন	Ksamatayana
ক্ষমতার ভারসাম্য	Ksamatara bharasamya
ক্ষমতাশালী	Ksamatashali
ক্ষমতাশালী	Ksamatashali
ক্ষমতাহীন	Ksamatahina
ক্ষমা	Ksama
ক্ষমা	Ksama
ক্ষমা	Ksama
ক্ষমা	Ksama
ক্ষমা করা	Ksama kara
ক্ষমা করা	Ksama kara
ক্ষমাপ্রার্থী	Ksamaprarthi
ক্ষমাহীনভাবে	Ksamahinabhabe
ক্ষয়	Ksaya
ক্ষয়	Ksaya
ক্ষয়	Ksaya
ক্ষয়	Ksaya
ক্ষয় করা	Ksaya kara
ক্ষয়রোগাক্রান্ত করা	Ksayarogakranta kara
ক্ষর	Ksara
ক্ষরা	Ksara
ক্ষরান	Ksarana
ক্ষান্ত করা	Ksanta kara
ক্ষার	Ksara
ক্ষারীয়	Ksariya
ক্ষালন	Ksalana
ক্ষালন করা	Ksalana kara
ক্ষিতি	Ksiti
ক্ষিতি	Ksiti
ক্ষিপ্ত	Ksipta
ক্ষিপ্ত	Ksipta
ক্ষিপ্তবৎ	Ksiptabat
ক্ষিপ্তবৎ	Ksiptabat
ক্ষিপ্রগতি	Ksipragati
ক্ষিপ্রতা	Ksiprata
ক্ষীণ	Ksina
ক্ষীণ	Ksina
ক্ষীণ	Ksina
ক্ষীণ করা	Ksina kara
ক্ষীণ হত্তয়া	Ksina hattaya
ক্ষীণবুদ্ধি	Ksinabud'dhi
ক্ষুদ্র	Ksudra
ক্ষুদ্র	Ksudra
ক্ষুদ্র কুঠারবিশেষ	Ksudra kuharabishesa
ক্ষুদ্র জাহাজসমূহের বহর	Ksudra jahajasamuhera bahara
ক্ষুদ্র টুকরা	Ksudra ukara
ক্ষুদ্র পকেট ছুরি	Ksudra pakea churi
ক্ষুদ্র পুতুলের মত	Ksudra putulera mata
ক্ষুদ্র পুস্তিকা	Ksudra pustika
ক্ষুদ্র স্তম্ভ	Ksudra stambha
ক্ষুদ্রকায় কুকুর	Ksudrakaya kukura
ক্ষুদ্রকায় সুশীলা পরীবিশেষ	Ksudrakaya sushila paribishesa
ক্ষুদ্রকায় সুশীলা পরীবিশেষ	Ksudrakaya sushila paribishesa
ক্ষুদ্রতা	Ksudrata
ক্ষুদ্রাতিক্ষুদ্র	Ksudratiksudra
ক্ষুধা	Ksudha
ক্ষুধা	Ksudha
ক্ষুধাকাতর	Ksudhakatara
ক্ষুধাহীনতা	Ksudhahinata
ক্ষুধিত	Ksudhita
ক্ষুব্ধ করা	Ksubdha kara
ক্ষুর	Ksura
ক্ষুর	Ksura
ক্ষেত্র	Ksetra
ক্ষেত্র	Ksetra
ক্ষেত্র - পরীক্ষা	Ksetra - pariksa
ক্ষেত্রের ট্রিপ	Ksetrera ripa
ক্ষেত্রের পরীক্ষা	Ksetrera pariksa
ক্ষেপণাস্ত্র সম্পর্কীয়	Ksepanastra samparkiya
ক্ষোভ	Ksobha
ক্ষৌরকর্ম	Ksaurakarma
খইনি প্রো স্থিতাবস্থা	Kha'ini pro sthitabastha
খচখচ্	Khacakhac
খচিত	Khacita
খচিত	Khacita
খচিত	Khacita
খচ্চর	Khaccara
খঞ্জনি	Khanjani
খট্ খট্ শব্দ	Kha kha shabda
খড়	Khara
খড়	Khara
খড় জ্বর	Khara jbara
খড়কে	Kharake
খড়ের গাদা	Kharera gada
খণ্ডকাল	Khandakala
খণ্ডন	Khandana
খণ্ডন করা	Khandana kara
খণ্ডন করা	Khandana kara
খণ্ডনীয়	Khandaniya
খণ্ডে খণ্ডে	Khande khande
খনখন শব্দ	Khanakhana shabda
খনন	Khanana
খনন	Khanana
খনিত	Khanita
খনিত্র	Khanitra
খন্দ	Khanda
খবর	Khabara
খবর	Khabara
খয়রাত	Khayarata
খরগোশ	Kharagosha
খরগোশ	Kharagosha
খরচ	Kharaca
খরচ	Kharaca
খরচ বাঁচান	Kharaca bamcana
খরা	Khara
খরিদ্দার	Khariddara
খলি	Khali
খসড়া	Khasara
খস্খসে পশমী বস্ত্র	Khaskhase pashami bastra
খাঁচা	Khamca
খাঁজ	Khamja
খাঁজ	Khamja
খাঁজ কাটা	Khamja kaa
খাঁজকাটা	Khamjakaa
খাঁজকাটা	Khamjakaa
খাঁজকাটা	Khamjakaa
খাঁটি	Khami
খাঁটি	Khami
খাঁটি	Khami
খাঁড়ি	Khamri
খাইয়ে	Kha'iye
খাইয়ে লোক	Kha'iye loka
খাওয়া	Kha'oya
খাক	Khaka
খাকি	Khaki
খাগড়া	Khagara
খাজনা	Khajana
খাটান	Khaana
খাটান	Khaana
খাড়া	Khara
খাড়া	Khara
খাণ্ডার	Khandara
খাত	Khata
খাতক	Khataka
খাতা	Khata
খাদ	Khada
খাদ	Khada
খাদ	Khada
খাদ গিটার	Khada giara
খাদা-ভরা	Khada-bhara
খাদ্য	Khadya
খাদ্য	Khadya
খাদ্য	Khadya
খাদ্য	Khadya
খাদ্য প্রসেসর	Khadya prasesara
খাদ্য স্ট্যাম্প	Khadya syampa
খাদ্যে বিষক্রিয়া	Khadye bisakriya
খানসামা	Khanasama
খানা	Khana
খানা	Khana
খানাতল্লাসীর পরত্তয়ানা	Khanatallasira parattayana
খাপ	Khapa
খাপ	Khapa
খাপ্পা	Khappa
খাবারের দোকান	Khabarera dokana
খাবি	Khabi
খাম	Khama
খামখেয়াল	Khamakheyala
খামখেয়ালী	Khamakheyali
খামচি	Khamaci
খামার	Khamara
খামারবাড়ি	Khamarabari
খামির	Khamira
খামিরা	Khamira
খারাপ	Kharapa
খারাপভাবে	Kharapabhabe
খাল	Khala
খালাস	Khalasa
খালাস করা	Khalasa kara
খালি	Khali
খালি	Khali
খালি	Khali
খালি করা	Khali kara
খালিহাতে	Khalihate
খালিহাতে কৃত	Khalihate krta
খাসি	Khasi
খিঁচুনি	Khimcuni
খিঁচুনি	Khimcuni
খিচুড়ি	Khicuri
খিট্খিটে	Khikhie
খিট্খিটে	Khikhie
খিট্খিটে	Khikhie
খিলান	Khilana
খিলান	Khilana
খুঁজে ব্যবধানে	Khumje byabadhane
খুঁটা	Khuma
খুঁটা	Khuma
খুঁটিনাটি	Khuminai
খুঁটির বেড়া	Khumira bera
খুঁড়া	Khumra
খুঁত	Khumta
খুঁত	Khumta
খুঁত	Khumta
খুঁতখুঁতে	Khumtakhumte
খুঁতখুঁতে	Khumtakhumte
খুঁতখুঁতে	Khumtakhumte
খুকুমণি	Khukumani
খুচরা	Khucara
খুচরা বিক্রেতা	Khucara bikreta
খুদ	Khuda
খুদা	Khuda
খুনে	Khune
খুন্তি	Khunti
খুপরি	Khupari
খুব	Khuba
খুব	Khuba
খুব মেলামেশা করা	Khuba melamesha kara
খুব শীঘ্রই	Khuba shighra'i
খুবই খারাপ লাগছিল	Khuba'i kharapa lagachila
খুবানি	Khubani
খুর	Khura
খুলা	Khula
খুশকি	Khushaki
খুশি	Khushi
খুশি ঘন্টা	Khushi ghana
খেঁক করা	Khemka kara
খেটে	Khee
খেতাব	Khetaba
খেতাব দেত্তয়া	Khetaba dettaya
খেদ	Kheda
খেদান	Khedana
খেপামি	Khepami
খেয়া	Kheya
খেয়ানৌকা	Kheyanauka
খেয়াল আউট	Kheyala a'ua
খেয়ালখুশিমত	Kheyalakhushimata
খেয়ালখুশিমত মোচড়ান	Kheyalakhushimata mocarana
খেয়ালী	Kheyali
খেয়ালী	Kheyali
খেয়ালী	Kheyali
খেলনা	Khelana
খেলনা	Khelana
খেলনা পশু	Khelana pashu
খেলনা ভল্লুক	Khelana bhalluka
খেলা	Khela
খেলা	Khela
খেলা	Khela
খেলা - খেলার দ্বারা	Khela - khelara dbara
খেলাধুলা	Kheladhula
খেলাধুলাপ্রি়	Kheladhulapri
খেলাধুলায় দক্ষতা	Kheladhulaya daksata
খেলাধুলোর	Kheladhulora
খেলাধূলার	Kheladhulara
খেলার ঘর	Khelara ghara
খেলার পরিকল্পনা	Khelara parikalpana
খেলার মাঠ	Khelara maha
খেলার সাথী	Khelara sathi
খেলারও	Khelara'o
খেলোয়াড়	Kheloyara
খেলোয়াড়ী	Kheloyari
খেলোয়াড়ের রঙীন জামা	Kheloyarera ranina jama
খোঁচা	Khomca
খোঁচা	Khomca
খোঁজ	Khomja
খোঁজা	Khomja
খোঁড়া	Khomra
খোঁড়ান	Khomrana
খোকা	Khoka
খোকামনি	Khokamani
খোজাকরণ	Khojakarana
খোদাই	Khoda'i
খোদাই	Khoda'i
খোদাই করা	Khoda'i kara
খোদাই করা	Khoda'i kara
খোদাই-করা মূতিযুক্ত মণিবিশেষ	Khoda'i-kara mutiyukta manibishesa
খোলা	Khola
খোলা	Khola
খোলা	Khola
খোলা ঋতু	Khola rtu
খোলা ঘর	Khola ghara
খোলাখুলি	Kholakhuli
খোলাত্তয়ালা মাছ	Kholattayala macha
খোশগল্পে	Khoshagalpe
খোশমেজাজী	Khoshamejaji
খোসা	Khosa
খোসা ছাড়ান	Khosa charana
খ্যাতি	Khyati
খ্যাতি	Khyati
খ্যাতি	Khyati
খ্যাতি	Khyati
খ্যাতি	Khyati
খ্যাতি	Khyati
খ্যাতি বা অখ্যাতি	Khyati ba akhyati
খ্যাপা	Khyapa
খ্রীষ্টধর্মে দীক্ষা দেত্তয়া	Khrisadharme diksa dettaya
খ্রীষ্টান ভিক্ষু	Khrisana bhiksu
খ্রীষ্টীয় ঘটিত	Khrisiya ghaita
খ্রীষ্টের আবির্ভাব	Khrisera abirbhaba
গঁজ	Gamja
গগনচারী	Gaganacari
গগনচুম্বী	Gaganacumbi
গজ	Gaja
গজ	Gaja
গজ বিক্রয়	Gaja bikraya
গজকাঠি	Gajakahi
গজদন্ত	Gajadanta
