বহন অন	Bahana ana
বালকসুলভ	Bālakasulabha
বাল্যকাল	Bālyakāla
প্রেমিক	Prēmika
বয়কট	Baẏakaṭa
ছেলে	Chēlē
বক্স বসন্ত	Baksa basanta
রঙ্গালয়ে টিকিট কিনিবার ঘর	Raṅgālaẏē ṭikiṭa kinibāra ghara
ঘুসাঘুসি	Ghusāghusi
বক্সার	Baksāra
মুষ্টিযোদ্ধা	Muṣṭiyōd'dhā
Boxcar	Boxcar
বক্স	Baksa
টাই নম	Ṭā'i nama
বোলিং	Bōliṁ
বক্রপদ	Bakrapada
বাটি	Bāṭi
অন্ত্র	Antra
নম	Nama
জড়বুদ্ধি	Jaṛabud'dhi
সর্বাধুনিক ফ্যাশনের জিনিসপত্র	Sarbādhunika phyāśanēra jinisapatra
উপলক্ষ	Upalakṣa
মধ্যবিত্ত	Madhyabitta
সংরক্ষণশীল	Sanrakṣaṇaśīla
বোরবন	Bōrabana
তোড়া	Tōṛā
খয়রাত	Khaẏarāta
উদার	Udāra
কোট	Kōṭa
সীমানাহীন	Sīmānāhīna
সীমানা	Sīmānā
আবদ্ধ	Ābad'dha
Bouncy	Bouncy
ষণ্ড	Ṣaṇḍa
দম্ভ	Dambha
বীথিকা	Bīthikā
নুড়ি	Nuṛi
কেনা	Kēnā
গাছের ডাল	Gāchēra ḍāla
bottoms	Bottoms
বটম লাইন	Baṭama lā'ina
অতল	Atala
পাদ	Pāda
বোতলের গলা	Bōtalēra galā
বোতলজাত	Bōtalajāta
বোতল	Bōtala
বিরক্তিকর	Biraktikara
মাথা ঘামান	Māthā ghāmāna
উভয়	Ubhaẏa
কলঙ্কচিহ্ন	Kalaṅkacihna
উদ্ভিদ্বিদ্যা	Udbhidbidyā
উদ্ভিদ্তাত্বিক	Udbhidtātbika
উদ্ভিদ্বিদ্যাসংক্রান্ত	Udbhidbidyāsaṅkrānta
কর্তৃত্বপ্রি়	Kartr̥tbapri
bossiness	Bossiness
bossily	Bossily
মনিব	Maniba
হৃদয়	Hr̥daẏa
অধমর্ণ	Adhamarṇa
ধার করা	Dhāra karā
যে নগরে পৌরসভা আছে	Yē nagarē paurasabhā āchē
জন্ম দেত্তয়া	Janma dēttaẏā
জন্ম - আবার	Janma - ābāra
প্রকৃতিগত	Prakr̥tigata
বিরক্তিকর	Biraktikara
একঘেয়েমি	Ēkaghēẏēmi
উদাস	Udāsa
বিঁধ	Bim̐dha
সীমান্তরেখা	Sīmāntarēkhā
সীমান্ত	Sīmānta
Bop	Bop
মাতাল	Mātāla
মদ্য	Madya
লুঠ	Luṭha
একক প্রয়াস	Ēkaka praẏāsa
যে ব্যক্তি বেআইনিভাবে আমদানি-রপ্তানি করে	Yē byakti bē'ā'inibhābē āmadāni-raptāni karē
হাইবুটের পায়া	Hā'ibuṭēra pāẏā
চালাঘর	Cālāghara
শিশুদের জন্য পশমে বোনা জুতা	Śiśudēra jan'ya paśamē bōnā jutā
বুট ক্যাম্প	Buṭa kyāmpa
বুট	Buṭa
সহায়তাকারী	Sahāẏatākārī
সাহায্য	Sāhāyya
চাষাড়ে	Cāṣāṛē
চাষী	Cāṣī
boondocks	Boondocks
বর	Bara
অস্ট্রেলিয়ার আদিবাসীদের অস্ত্রবিশেষ	Asṭrēliẏāra ādibāsīdēra astrabiśēṣa
গম্ভীর গর্জন বাক্স	Gambhīra garjana bāksa
গম্ভীর গর্জন	Gambhīra garjana
গ্রন্থকীট	Granthakīṭa
বইয়ের দোকান	Ba'iẏēra dōkāna
বই	Ba'i
বুকমার্ক	Bukamārka
গ্রন্থসঙ্কলক	Granthasaṅkalaka
পুস্তিকা	Pustikā
হিসাবরক্ষণ	Hisābarakṣaṇa
হিসাবরক্ষক	Hisābarakṣaka
বুক	Buka
গ্রন্থসঙ্কলক	Granthasaṅkalaka
bookend	Bookend
বই রাখিবার আলমারি	Ba'i rākhibāra ālamāri
বই	Ba'i
বুগি	Bugi
মানসিক ফাঁদ	Mānasika phām̐da
উদো ফাঁদ	Udō phām̐da
দোষ টিউব	Dōṣa ṭi'uba
বু - বু	Bu - bu
দোষ	Dōṣa
বূ	Bū
অস্থিময়	Asthimaẏa
অধিবৃত্তি	Adhibr̥tti
শিরাবরণ	Śirābaraṇa
পাগলাটে	Pāgalāṭē
বংগো	Baṅgō
অগ্ন্যুত্সব	Agn'yutsaba
অস্থি মজ্জা	Asthi majjā
সম্পূর্ণ শুষ্ক	Sampūrṇa śuṣka
হাড়	Hāṛa
ডোর	Ḍōra
ঋণপত্র	R̥ṇapatra
সমৃদ্ধি	Samr̥d'dhi
বিশ্বস্ত	Biśbasta
আকস্মিক বিস্ময়	Ākasmika bismaẏa
বোমারু বিমান	Bōmāru bimāna
বোমাবর্ষণ	Bōmābarṣaṇa
বোমা নিষ্পত্তি	Bōmā niṣpatti
গোলাবর্ষণ	Gōlābarṣaṇa
বোমা ছুড়িয়া মারা	Bōmā chuṛiẏā mārā
বোমা	Bōmā
বল্টু	Balṭu
তাকিয়া	Tākiẏā
Bologna	Bologna
বেহায়াপনা	Bēhāẏāpanā
নির্ভয়ে	Nirbhaẏē
সাহসী	Sāhasī
ভীম	Bhīma
স্ফুটনাঙ্ক	Sphuṭanāṅka
ফুটন্ত	Phuṭanta
বয়লার	Baẏalāra
ফোঁড়া	Phōm̐ṛā
বেদে	Bēdē
বাজে	Bājē
ভয়ে চমকাইয়া ত্তঠা	Bhaẏē camakā'iẏā ttaṭhā
নিচে bogged	Nicē bogged
bogeyman	Bogeyman
অনূপ	Anūpa
bodywork	Bodywork
শরীরের ঘ্রাণ	Śarīrēra ghrāṇa
শরীরের ভাষা	Śarīrēra bhāṣā
দেহরক্ষী	Dēharakṣī
শরীরচর্চা	Śarīracarcā
শরীর	Śarīra
শারীরিক	Śārīrika
কাঁচল	Kām̐cala
দুইখানি ছোট শ্লেজ জুড়িয়া তৈয়ারী শ্লেজ	Du'ikhāni chōṭa ślēja juṛiẏā taiẏārī ślēja
বনবিড়ালবিশেষ	Banabiṛālabiśēṣa
সূতা	Sūtā
দোলক	Dōlaka
নৌকা মানুষ	Naukā mānuṣa
নৌকা	Naukā
দাম্ভিক	Dāmbhika
অহংকার করা	Ahaṅkāra karā
boardwalk	Boardwalk
boardroom	Boardroom
বোর্ডিং স্কুল	Bōrḍiṁ skula
বোর্ডিং পাস	Bōrḍiṁ pāsa
Boardinghouse	Boardinghouse
জাহাজের যাত্রী	Jāhājēra yātrī
বোর্ড	Bōrḍa
বন্য শূকর	Ban'ya śūkara
অজগর সংকোচকারী	Ajagara saṅkōcakārī
অজগর	Ajagara
B.O.	B.O.
Blvd.	Blvd.
blusher	Blusher
বক্তিমাভা	Baktimābhā
বলে ফেলা	Balē phēlā
blurry	Blurry
ঝাপসা	Jhāpasā
গ্রন্থ-সম্বন্ধে প্রকাশকের প্রচারলিপি	Grantha-sambandhē prakāśakēra pracāralipi
দাগ	Dāga
bluntness	Bluntness
স্পষ্টভাবে	Spaṣṭabhābē
ভোঁতা	Bhōm̐tā
ভুল বোঝা	Bhula bōjhā
নীলাভ	Nīlābha
ধাপ্পাবাজি	Dhāppābāji
ব্লুজ	Bluja
প্রতিচিত্র	Praticitra
নীল আইন	Nīla ā'ina
নীল জিন্স	Nīla jinsa
নীলকণ্ঠ	Nīlakaṇṭha
ব্লুগ্রাস	Blugrāsa
নীল বাবু	Nīla bābu
নীল চিপ	Nīla cipa
নীল পনির	Nīla panira
আভিজাত্য	Ābhijātya
Bluebird	Bluebird
ব্লুবেরি	Blubēri
নীল অপরাজিতা	Nīla aparājitā
নীল	Nīla
মুগুর	Mugura
অশ্রুমোচন	Aśrumōcana
বিস্ফোরণ	Bisphōraṇa
পাইন-কাঠি	Pā'ina-kāṭhi
blowout	Blowout
প্রস্ফুটিত	Prasphuṭita
আকস্মিক শুষ্ক	Ākasmika śuṣka
ঘা	Ghā
ব্লাউজ	Blā'uja
একখণ্ড কালি-শোষক কাগজ	Ēkakhaṇḍa kāli-śōṣaka kāgaja
রঙ কালি প্রভৃতির দাগযুক্ত	Raṅa kāli prabhr̥tira dāgayukta
ফুস্কুড়ি	Phuskuṛi
ফোঁটা	Phōm̐ṭā
পুষ্প	Puṣpa
মুখ ফসকানি	Mukha phasakāni
পুষ্প	Puṣpa
রক্তাক্ত	Raktākta
রক্তবাহ	Raktabāha
রক্তের গ্রুপ	Raktēra grupa
রক্তপিপাসু	Raktapipāsu
স্রোতের	Srōtēra
রক্তমাখা	Raktamākhā
bloodstain	Bloodstain
রক্তরাঙা	Raktarāṅā
রক্তক্ষয়	Raktakṣaẏa
রক্তচাপ	Raktacāpa
রক্তপাতহীন	Raktapātahīna
গোয়েন্দা	Gōẏēndā
রক্ত দাতা	Rakta dātā
রক্তগঙ্গা	Raktagaṅgā
রক্ত	Rakta
স্বর্ণকেশী	Sbarṇakēśī
ব্লক চিঠি	Blaka ciṭhi
নিরেট	Nirēṭa
ব্লকবাস্টার	Blakabāsṭāra
প্রতিবন্ধকতা	Pratibandhakatā
অবরোধ	Abarōdha
বাধা	Bādhā
সংযোজন	Sanyōjana
ফোঁটা	Phōm̐ṭā
স্ফীত	Sphīta
প্রবল তুষারঝড়	Prabala tuṣārajhaṛa
বিমানাক্রমণ	Bimānākramaṇa
blithely	Blithely
আমুদে	Āmudē
blistering	Blistering
ফোস্কা	Phōskā
blissfully	Blissfully
সুখী	Sukhī
সুখ	Sukha
blip	Blip
নাচা	Nācā
অনাবিষ্কৃত ক্ষেত্র	Anābiṣkr̥ta kṣētra
অন্ধত্ব	Andhatba
অন্ধভাবে	Andhabhābē
বেপরোয়াভাবে	Bēparōẏābhābē
অন্ধ তারিখ	Andha tārikha
অন্ধ	Andha
Blimp	Blimp
ক্ষয়রোগাক্রান্ত করা	Kṣaẏarōgākrānta karā
blew	Blew
বর	Bara
সুখী	Sukhī
আশীর্বাদ করা	Āśīrbāda karā
মিশ্রণকারী	Miśraṇakārī
মিশ্রণ	Miśraṇa
Blemished	Blemished
কলঙ্ক	Kalaṅka
শোষিত	Śōṣita
রক্ত ঝরা	Rakta jharā
খুবই খারাপ লাগছিল	Khuba'i khārāpa lāgachila
অনির্দিষ্ট	Anirdiṣṭa
blearily	Blearily
নগ্নতা	Nagnatā
bleakly	Bleakly
নিরানন্দ	Nirānanda
bleachers	Bleachers
ব্লিচ	Blica
খেলোয়াড়ের রঙীন জামা	Khēlōẏāṛēra raṅīna jāmā
আলোকচ্ছটা	Ālōkacchaṭā
blatantly	Blatantly
স্থূল	Sthūla
BlastOff	BlastOff
মারুত-চুল্লী	Māruta-cullī
ঝঁঝা	Jham̐jhā
ধর্মনিন্দা	Dharmanindā
ধর্মহীন	Dharmahīna
অপমান করা	Apamāna karā
আর আমোদ-প্রমোদ চাহে না এমন	Āra āmōda-pramōda cāhē nā ēmana
তূর্যনিনাদ	Tūryanināda
blankness	Blankness
অসহায়ভাবে	Asahāẏabhābē
কম্বল	Kambala
নিরঙ্ক চেক	Niraṅka cēka
ফাঁকা	Phām̐kā
সবিনয়ে	Sabinaẏē
স্নিগ্ধ	Snigdha
সাদা করা	Sādā karā
অনিন্দনীয়	Anindanīẏa
দোষ	Dōṣa
বাজে কথা	Bājē kathā
ফলক	Phalaka
থলি	Thali
Blacktop	Blacktop
কামার	Kāmāra
নিষ্প্রদীপ	Niṣpradīpa
আঁধার	Ām̐dhāra
অপপণন	Apapaṇana
যে ব্যক্তি ব্ল্যাকমেল করে	Yē byakti blyākamēla karē
ব্ল্যাকমেল	Blyākamēla
তন্ত্রমন্ত্র	Tantramantra
নিষিদ্ধ জিনিসের তালিকা	Niṣid'dha jinisēra tālikā
Blackjack	Blackjack
অন্ধকূপ	Andhakūpa
কাল আঁচিল	Kāla ām̐cila
চোখের কালি	Cōkhēra kāli
দুর্নাম করা	Durnāma karā
বিদ্যালয়ে লিপির জন্য তক্তা	Bidyālaẏē lipira jan'ya taktā
কোকিলজাতীয় পক্ষী	Kōkilajātīẏa pakṣī
কালজামজাতীয় ফল	Kālajāmajātīẏa phala
কালো বেল্ট	Kālō bēlṭa
কালো	Kālō
কালো	Kālō
blabbermouth	Blabbermouth
বাচালতা	Bācālatā
উদ্ভট	Udbhaṭa
দ্বিসাপ্তাহিক	Dbisāptāhika
তিক্ততা	Tiktatā
তিক্ততার	Tiktatāra
তিক্ত	Tikta
দংশিত	Danśita
ব্যঙ্গাত্মক	Byaṅgātmaka
কামড়	Kāmaṛa
বিদ্বেষপরায়ণ	Bidbēṣaparāẏaṇa
দুশ্চরিত্রা	Duścaritrā
কিছুক্ষণ	Kichukṣaṇa
বাইসন	Bā'isana
বিশপ	Biśapa
উভলিঙ্গ	Ubhaliṅga
দ্বিখণ্ডন	Dbikhaṇḍana
দ্বিখণ্ডিত করা	Dbikhaṇḍita karā
বিসকুট	Bisakuṭa
জন্মের হার	Janmēra hāra
জন্মস্থান	Janmasthāna
জড়ুল	Jaṛula
জন্মদিন	Janmadina
জন্ম তারিখ	Janma tārikha
জন্ম নিয়ন্ত্রণ	Janma niẏantraṇa
তারিখ সার্টিফিকেট	Tārikha sārṭiphikēṭa
জন্ম	Janma
birdseed	Birdseed
birdbrained	Birdbrained
পাখি	Pākhi
বার্চ	Bārca
দ্বিপত্র বিমান	Dbipatra bimāna
দ্বিপদ	Dbipada
দ্বিদলীয়	Dbidalīẏa
বায়োপসি	Bāẏōpasi
জীববিদ্যা	Jībabidyā
জীববিজ্ঞানী	Jībabijñānī
আধিভৌতিক	Ādhibhautika
জীবনী	Jībanī
জীবনীসংক্রান্ত	Jībanīsaṅkrānta
জীবনীকার	Jībanīkāra
জীবাণুবিয়োজ্য	Jībāṇubiẏōjya
প্রাণরসায়ন	Prāṇarasāẏana
দুই চক্ষুর উপযোগী দূরবীক্ষণ	Du'i cakṣura upayōgī dūrabīkṣaṇa
লোটোখেলা	Lōṭōkhēlā
পানোত্সব	Pānōtsaba
বাঁধাই	Bām̐dhā'i
দপ্তরী	Daptarī
বাঁধাই করা	Bām̐dhā'i karā
বাইনারি	Bā'ināri
বিন	Bina
দ্বিমাসিক	Dbimāsika
মেয়েছেলে	Mēẏēchēlē
পাঁঠা	Pām̐ṭhā
উত্তাল তরঙ্গ	Uttāla taraṅga
অধিকার বিল	Adhikāra bila
billionth	Billionth
ধনকুবের	Dhanakubēra
বিলিয়ন	Biliẏana
বিলিয়ার্ড	Biliẏārḍa
পকেট ব্যাগ	Pakēṭa byāga
বিজ্ঞাপনের জন্য তক্তা	Bijñāpanēra jan'ya taktā
বিল	Bila
দ্বিভাষিক	Dbibhāṣika
পিত্ত	Pitta
দ্বিপক্ষীয়ভাবে	Dbipakṣīẏabhābē
দ্বিপার্শ্বিক	Dbipārśbika
বিকিনি	Bikini
বাইকার	Bā'ikāra
সাইকেল	Sā'ikēla
প্রধান লোক	Pradhāna lōka
বড় সময়	Baṛa samaẏa
বড় সময়	Baṛa samaẏa
বড় শট	Baṛa śaṭa
ধর্মান্ধতা	Dharmāndhatā
ধর্মান্ধ	Dharmāndha
ধর্মান্ধ	Dharmāndha
বড় নাম	Baṛa nāma
bigmouth	Bigmouth
বড় - লীগ	Baṛa - līga
বড় লীগ	Baṛa līga
বড় কিছু নয়	Baṛa kichu naẏa
বড় চুক্তি	Baṛa cukti
বড় পনির	Baṛa panira
বড় ভাই	Baṛa bhā'i
বিগ আপেল	Biga āpēla
দুই পত্নী গ্রহণ	Du'i patnī grahaṇa
দ্বিবিবাহ	Dbibibāha
দ্বিবিবাহকারী	Dbibibāhakārī
বিশাল	Biśāla
bifocals	Bifocals
দ্বিবার্ষিক	Dbibārṣika
সহা	Sahā
আদেশ	Ādēśa
যে নিকাম ডাকে	Yē nikāma ḍākē
যাঁরা নিমন্ত্রিত	Yām̐rā nimantrita
বিদার প্রস্তাব	Bidāra prastāba
সাইকেল	Sā'ikēla
বকাবকি	Bakābaki
দ্বিশির মাংসপেশী	Dbiśira mānsapēśī
দ্বিশততমবর্ষীয়	Dbiśatatamabarṣīẏa
