এনসি	enasi
এন্টার্কটিকা	enarkaika
এন্টিকের	enikera
এন্টেনা	enena
এন্ট্রি	enri
স্তরের	starera
এপয়েন্টমেন্ট	epayenamena
এপারিটিফ	epariipha
এপিসকোপাল	episakopala
চার্চ	carca
এপেটাইজার	epeaijara
এপ্রিল	eprila
এপ্রিল	eprila
ফুল	phula
দিবস	dibasa
এফবিআই	ephabiai
এবং	ebang
এবিসি	ebisi
এভি	ebhi
এমতাবস্থায়	ematabasthaya
কি	ki
এমনটা	emanaa
কখনো	kakhano
এমনি	emani
এমফিসেমা	emaphisema
এমি	emi
এমেরিটাস	emeriasa
এয়ার	eyara
কন্ডিশনার	kandishanara
এয়ার	eyara
ট্রাফিক	raphika
কন্ট্রোলার	kanrolara
এয়ারলাইন	eyaralaina
এযাবৎ	eyabat
কারণ	karana
মাধ্যমে	madhyame
এরিয়া	eriya
কোড	koda
এরোবিকস	erobikasa
এরোবিক্স	erobiksa
এরোসল	erosala
এলকোহল	elakohala
এলাকা	elaka
এলার্জি	elarji
এলার্ম	elarma
ঘড়ি	ghari
এলোমেলো	elomelo
এলোমেলো	elomelo
আলোচনা	alocana
এলোমেলো	elomelo
কথা	katha
বলা	bala
এলোমেলো	elomelo
করা	kara
এলোমেলোভাবে	elomelobhabe
এশিয়া	eshiya
এশিয়ান	eshiyana
এশিয়ান	eshiyana
আমেরিকান	amerikana
এসআইসি	esaaisi
এসপিরিন	esapirina
এসপ্রেসো	esapreso
এসি	esi
এসেম্বলির	esembalira
এস্কিমো	eskimo
এস্কিমোসদের	eskimosadera
গুম্বজাকার	gumbajakara
কুটির	kuira
স্থানের	sthanera
কাছাকাছি	kachakachi
ঐকতানবাদের	aikatanabadera
জন্য	janya
স্থায়ী	sthayi
মঁচ	mamca
ঐচ্ছিক	aicchika
ঐতিহাসিক	aitihasika
ঐতিহাসিকভাবে	aitihasikabhabe
ঐতিহ্য	aitihya
ঐতিহ্যগত	aitihyagata
ঐতিহ্যগতভাবে	aitihyagatabhabe
ঐতিহ্যবাদী	aitihyabadi
ঐশ্বরিক	aishbarika
ঐশ্বর্য	aishbarya
ঐশ্বর্যময়	aishbaryamaya
ঐশ্বর্যশালী	aishbaryashali
ওগরানো	ogarano
ওজোন	ojona
ওজোন	ojona
স্তর	stara
ওটমিল	oamila
ওটা	oa
কাজ	kaja
ওঠা	oha
ওঠে	ohe
ওপেনার	openara
ওভার	obhara
দ্য	dya
কাউন্টার	kaunara
ওভারভিউ	obharabhiu
ওভাররেটেড	obharareeda
ওভারহেড	obharaheda
প্রজেক্টর	prajekara
ওভারিয়ান	obhariyana
ওয়াইএমসিএ	oyaiemasie
ওয়াইডব্লিউসিএ	oyaidabliusie
ওরিয়েন্টেড	oriyeneda
ওল্ড	olda
টেস্টামেন্ট	esamena
ওল্ড	olda
ফোটোস	phoosa
ভাল	bhala
ওহো	oho
ঔত্সুক্য	autsukya
ঔদাসীন্য	audasinya
ঔদ্ধত্য	auddhatya
ঔপনিবেশিকদের	aupanibeshikadera
ঔপন্যাসিক	aupanyasika
ঔষধালয়	ausadhalaya
ঔষধি	ausadhi
ঔষধের	ausadhera
দোকান	dokana
কংস	kansa
কইয়ে	kaiye
ককান	kakana
কক্কক্	kakkak
কক্ষ	kaksa
কঙ্কর	kankara
কঙ্কাল	kankala
কচ্কচি	kackaci
কচ্ছপ	kacchapa
কটা	kaa
কটাক্ষ	kaaksa
করা	kara
কটাক্ষপূর্ণ	kaaksapurna
কটুকাটব্য	kaukaabya
কটুগন্ধ	kaugandha
কটুতা	kauta
কঠিন	kahina
কঠিনতা	kahinata
কঠোর	kahora
কঠোর	kahora
পরীক্ষা	pariksa
কঠোর	kahora
যন্ত্রণা	yantrana
কঠোরতা	kahorata
কঠোরভাবে	kahorabhabe
কঠোরভাবে	kahorabhabe
কঠোরভাবে	kahorabhabe
সমালোচনা	samalocana
করা	kara
কড়া	kara
কড়ার	karara
কড়িকাঠ	karikaha
কড়্মড়	karmara
কণা	kana
কণিকা	kanika
কণিকাকার	kanikakara
কণ্টক	kanaka
কণ্টকাকীর্ণ	kanakakirna
কণ্টকিত	kanakita
কণ্ঠ	kanha
কণ্ঠনালীর	kanhanalira
রোগবিশেষ	rogabishesa
কণ্ঠরোধ	kanharodha
করা	kara
কণ্ঠা	kanha
কণ্ঠ্য	kanhya
কণ্ঠ্যবর্ণ	kanhyabarna
কণ্ডরা	kandara
করা	kara
কতিপয়	katipaya
কথা	katha
বলা	bala
কথিত	kathita
কদর্য	kadarya
কদর্যভাবে	kadaryabhabe
কদাচিৎ	kadacit
কদাপি	kadapi
কনস্টবল	kanasabala
কনিষ্ঠ	kanisha
পুত্র	putra
কনুই	kanui
কনুইদ্বারা	kanuidbara
মৃদু	mrdu
গুন্তা	gunta
কন্দ	kanda
কন্দজ	kandaja
কন্দজাতীয়	kandajatiya
ছত্রাক	chatraka
কন্যা	kanya
কন্যা	kanya
কন্যারাশি	kanyarashi
কপটতা	kapaata
কপটভাবে	kapaabhabe
কপর্দকশূন্য	kapardakashunya
কপাটক	kapaaka
কপাল	kapala
কপিকল	kapikala
কবজা	kabaja
হতে	hate
তোলা	tola
কবরী	kabari
কবরের	kabarera
শীর্ষদেশে	shirsadeshe
স্থাপিত	sthapita
কবরোপরি	kabaropari
স্মৃতিস্তম্ভ	smrtistambha
কবি	kabi
কবিতা	kabita
কবিসুলভ	kabisulabha
কমনীয়	kamaniya
কমনীয়তা	kamaniyata
কমলা	kamala
কমা	kama
কমান	kamana
কম্পউণ্ডার	kampaundara
কম্পন	kampana
কম্পমান	kampamana
কম্পমান	kampamana
ধ্বনি	dhbani
কম্বল	kambala
কয়েক	kayeka
কয়েদ	kayeda
কয়েদ	kayeda
করা	kara
আরোপিত	aropita
ছাড়ের	charera
ব্যবস্থা	byabastha
করণীনিরসন	karaninirasana
করদাতা	karadata
করযোগ্য	karayogya
করা	kara
করা	kara
ডাউন	dauna
করাত	karata
করারোপণ	kararopana
করাল	karala
করিডোর	karidora
কর্কটরাশি	karkaarashi
কর্কশ	karkasha
কর্কশ	karkasha
তীক্ষ্ন	tiksna
ধ্বনি	dhbani
করা	kara
কর্কশ	karkasha
স্বরে	sbare
কর্কশকণ্ঠ	karkashakanha
কর্কশতা	karkashata
কর্কশভাবে	karkashabhabe
কর্ণ	karna
কর্ণসম্বনধীয়	karnasambanadhiya
কর্ণশূল	karnashula
কর্তন	kartana
কর্তব্য	kartabya
কর্তব্যনিষ্ঠ	kartabyanisha
কর্তব্যে	kartabye
অবহেলা	abahela
কর্তিত	kartita
কর্তৃত্ব	kartrtba
কর্তৃত্বপ্রি়	kartrtbapri
কর্দম	kardama
কর্দমাক্ত	kardamakta
কর্ম	karma
কর্মত্যাগী	karmatyagi
ব্যক্তি	byakti
কর্মকর্তা	karmakarta
কর্মকর্তার	karmakartara
কর্মক্ষেত্রাদিতে	karmaksetradite
অনুপসি্থত	anupasithata
থাকার	thakara
অভ্যাস	abhyasa
কর্মখালি	karmakhali
কর্মচারী	karmacari
কর্মতত্পর	karmatatpara
কর্মফল	karmaphala
কর্মবিধি	karmabidhi
কর্মসংস্থান	karmasansthana
সংস্থা	sanstha
কর্মস্থল	karmasthala
হইতে	haite
পলায়ন	palayana
কর্মহীনতার	karmahinatara
কর্মিবৃন্দ	karmibrnda
কর্মী	karmi
কর্মে	karme
নিযুক্তি	niyukti
ব্যক্তি	byakti
কর্ষিকা	karsika
শো	sho
মেয়ে	meye
কলঙ্ক	kalanka
কলঙ্কচিহ্ন	kalankacihna
কলঙ্কপূর্ণ	kalankapurna
করা	kara
কলঙ্কিত	kalankita
কলঙ্কিত	kalankita
করা	kara
কলধ্বনি	kaladhbani
কলা	kala
কলাই	kalai
কলাভবন	kalabhabana
কলুষ	kalusa
কলেজ	kaleja
মেয়েদের	meyedera
সমিতি	samiti
কলের	kalera
কল্পনা	kalpana
কল্পনা	kalpana
করা	kara
কল্পনানুসারে	kalpananusare
কল্পনাপ্রবণ	kalpanaprabana
কল্পবিজ্ঞান	kalpabijnana
কল্পিত	kalpita
কল্যাণকামী	kalyanakami
কশেরুকা	kasheruka
কষা	kasa
কষাটে	kasae
কষ্ট	kasa
কষ্ট	kasa
দেত্তয়া	dettaya
কষ্টকল্পিত	kasakalpita
কষ্টসহকারে	kasasahakare
কষ্টসহিষ্ণু	kasasahisnu
কষ্টহাসি	kasahasi
কষ্টিপাথর	kasipathara
কসাই	kasai
কসাইখানা	kasaikhana
কহতব্য	kahatabya
কহা	kaha
কা	ka
কাঁকুরে	kamkure
কাঁচ	kamca
কাঁচল	kamcala
কাঁচা	kamca
কাঁচা	kamca
লোক	loka
কাঁচি	kamci
কাঁচুমাচু	kamcumacu
কাঁচুলি	kamculi
কাঁটা	kama
কাঁটাগাছ	kamagacha
কাঁটাচামচ	kamacamaca
কাঁটাতার	kamatara
কাঁটাত্তয়ালা	kamattayala
কাঁঠাল	kamhala
গাছ	gacha
কাঁধে	kamdhe
ব্যাগ	byaga
কাঁপতে	kampate
কাঁপতে	kampate
কাঁপা	kampa
কাইট	kaia
কাউকে	kauke
ফিরিয়ে	phiriye
আনার	anara
কাক্ষিক	kaksika
কাগজ	kagaja
কাগজ	kagaja
ক্লিপ	klipa
কাগজপত্র	kagajapatra
কাচ	kaca
কাচপাত্র	kacapatra
কাচিক	kacika
কাছাকাছি	kachakachi
কাছাকাছিঘড়ি	kachakachighari
কাছিম	kachima
কাছে	kache
কাজ	kaja
কাজ	kaja
করার	karara
ক্ষমতা	ksamata
কাজে	kaje
লাগান	lagana
কাটরা	kaara
কাটা	kaa
কাটিয়া	kaiya
ফেলা	phela
কাঠ	kaha
কাঠবিড়াল	kahabirala
কাঠামো	kahamo
কাঠিন্য	kahinya
কাঠের	kahera
ছিলকা	chilaka
কাঠের	kahera
পায়া	paya
কাঠের	kahera
বান্শিবিশেষ	banshibishesa
কাঠের	kahera
মিহি	mihi
গুঁড়ো	gumro
কাণাগলি	kanagali
কাণ্ডজ্ঞান	kandajnana
কাতর	katara
কাতা	kata
কাতিয়ে	katiye
যাওয়া	yaoya
কাদা	kada
কান	kana
কানাগলি	kanagali
কানাডিয়ান	kanadiyana
কানায়	kanaya
কানায়	kanaya
কানের	kanera
পরদা	parada
কানের	kanera
লতি	lati
কাপ	kapa
কাপ	kapa
কাপট্য	kapaya
কাপড়	kapara
কাপড়চোপড়	kaparacopara
কাপাচিনো	kapacino
কাপুরূষ	kapurusa
কাবাব	kababa
কাব্যিক	kabyika
ন্যায়বিচার	nyayabicara
কাব্যিক	kabyika
লাইসেন্স	laisensa
কামড়	kamara
কামবাইগ্রস্ত	kamabaigrasta
স্ত্রীলোক	striloka
কামরা	kamara
কামান	kamana
কামান	kamana
দাগা	daga
কামানবাহী	kamanabahi
পোত	pota
কামানের	kamanera
পাল্লা	palla
কামার	kamara
কামারশালা	kamarashala
কামার্ত	kamarta
কামুক	kamuka
কামুকতা	kamukata
কামোদ্দীপক	kamoddipaka
কাম্পনি	kampani
কাম্পান	kampana
কায়	kaya
কায়মনোবাক্যে	kayamanobakye
কায়াক	kayaka
কারকিত	karakita
কারখানা	karakhana
কারচুপি	karacupi
কারণ	karana
কারণপূর্ণভাবে	karanapurnabhabe
কারণে	karane
কারণে	karane
প্রক্রিয়া	prakriya
কারবন	karabana
কারবন্	karaban
কাগজ	kagaja
কারবন্	karaban
কাগজ	kagaja
দ্বারা	dbara
গৃহীত	grhita
প্রতিলিপি	pratilipi
কারবারী	karabari
কারবারী	karabari
চিপ	cipa
কারবালা	karabala
কারাগার	karagara
কারাতে	karate
কারাদণ্ড	karadanda
কারাপাল	karapala
কারারোধ	kararodha
কার্ড	karda
কার্ড	karda
ক্যাটালগ	kyaalaga
কার্ডিয়াক	kardiyaka
কার্ডিয়াক	kardiyaka
অ্যারেস্ট	ayaresa
কার্তুজ	kartuja
কার্নিভালের	karnibhalera
কার্নেল	karnela
কার্পণ্য	karpanya
করা	kara
কার্পেটে	karpee
কার্বন	karbana
ডাই	dai
অক্সাইড	aksaida
কার্বনেটেড	karbaneeda
কার্বোহাইড্রেট	karbohaidrea
